plant_id;signal_id;csv_column;unit;role;dam_id;store_samples;kommentar
honnefoss;HONNE_REVSVT_KONTROLL_REG_LUKE1_POS_SP_TM_PV;Cluster1.HONNE_REVSVT_KONTROLL_REG_LUKE1_POS_SP_TM_PV;None;Other;;true;Revsvatn reg luke1 pos TM
honnefoss;HONNE_REVSVT_KONTROLL_REG_LUKE1_POS_REG_SP_LAST;Cluster1.HONNE_REVSVT_KONTROLL_REG_LUKE1_POS_REG_SP_LAST;None;Other;;true;Revsvatn reg luke1 pos REG
honnefoss;HONNE_REVSVT_NIVA_SENSOR_PRI_KOTE_PV;Cluster1.HONNE_REVSVT_NIVA_SENSOR_PRI_KOTE_PV;moh;UpstreamLevel;;true;Revsvatn kote
honnefoss;HONNE_REVSVT_NIVA_SENSOR_PRI_HRV_PV;Cluster1.HONNE_REVSVT_NIVA_SENSOR_PRI_HRV_PV;cm;UpstreamLevel;;true;Revsvatn HRV-ref
honnefoss;HONNE_REVSVT_NIVA_SENSOR_PRI_OFFSET_SP_SP_LAST;Cluster1.HONNE_REVSVT_NIVA_SENSOR_PRI_OFFSET_SP_SP_LAST;None;Other;;true;Revsvatn niva offset SP
honnefoss;HONNE_REVSVT_NIVA_SENSOR_PRI_OFFSET_SP_TM_PV;Cluster1.HONNE_REVSVT_NIVA_SENSOR_PRI_OFFSET_SP_TM_PV;None;Other;;true;Revsvatn niva offset TM
honnefoss;HONNE_REVSVT_NIVA_SENSOR_PRI_TRYKK_CM_PV;Cluster1.HONNE_REVSVT_NIVA_SENSOR_PRI_TRYKK_CM_PV;cm;Other;;true;Revsvatn niva trykk
honnefoss;HONNE_REVSVT_NIVA_VTA_PV;Cluster1.HONNE_REVSVT_NIVA_VTA_PV;None;Other;;true;Revsvatn VTA
honnefoss;HONNE_NODLANDVT_KONTROLL_KOM_AL;Cluster1.HONNE_NODLANDVT_KONTROLL_KOM_AL;None;CommunicationAlarm;;true;Nodlandvatn kom-alarm (Liavatn-kraftverk)
honnefoss;HONNE_NODLANDVT_KONTROLL_MAG_FYLLGRD_PV;Cluster1.HONNE_NODLANDVT_KONTROLL_MAG_FYLLGRD_PV;%;ReservoirFillFactor;;true;Nodlandvatn fyllgrad
honnefoss;HONNE_NODLANDVT_KONTROLL_MAG_NEDBKAP_PV;Cluster1.HONNE_NODLANDVT_KONTROLL_MAG_NEDBKAP_PV;mm;LowestRegulatedLevel;;true;Nodlandvatn LRV-ref
honnefoss;HONNE_NODLANDVT_KONTROLL_MAG_OVLOP_PV;Cluster1.HONNE_NODLANDVT_KONTROLL_MAG_OVLOP_PV;m3/s;OverflowFlow;;true;Nodlandvatn overloep
honnefoss;HONNE_NODLANDVT_KONTROLL_MAG_VOLUM_PV;Cluster1.HONNE_NODLANDVT_KONTROLL_MAG_VOLUM_PV;Mill.m3;ReservoirVolume;;true;Nodlandvatn volum
honnefoss;HONNE_NODLANDVT_KONTROLL_TOT_VF_PV;Cluster1.HONNE_NODLANDVT_KONTROLL_TOT_VF_PV;m3/s;TotalDamFlow;;true;Nodlandvatn total VF
honnefoss;HONNE_NODLANDVT_KONTROLL_LUKER_TOT_VF_PV;Cluster1.HONNE_NODLANDVT_KONTROLL_LUKER_TOT_VF_PV;m3/s;TotalDamFlow;;true;Nodlandvatn luker total VF
honnefoss;HONNE_NODLANDVT_LEKK_VF_PV;Cluster1.HONNE_NODLANDVT_LEKK_VF_PV;m3/s;Other;;true;Nodlandvatn lekkasje VF
honnefoss;HONNE_NODLANDVT_LUKE1_POS_PV;Cluster1.HONNE_NODLANDVT_LUKE1_POS_PV;cm;GatePosition;;true;Nodlandvatn luke1 pos
honnefoss;HONNE_NODLANDVT_LUKE1_VF_PV;Cluster1.HONNE_NODLANDVT_LUKE1_VF_PV;m3/s;GateFlow;;true;Nodlandvatn luke1 VF
honnefoss;HONNE_NODLANDVT_LUKE1_KONTROLL_AGC_DB_SP;Cluster1.HONNE_NODLANDVT_LUKE1_KONTROLL_AGC_DB_SP;None;Other;;true;Nodlandvatn luke1 AGC
honnefoss;HONNE_NODLANDVT_LUKE2_POS_PV;Cluster1.HONNE_NODLANDVT_LUKE2_POS_PV;cm;GatePosition;;true;Nodlandvatn luke2 pos
honnefoss;HONNE_NODLANDVT_LUKE2_VF_PV;Cluster1.HONNE_NODLANDVT_LUKE2_VF_PV;m3/s;GateFlow;;true;Nodlandvatn luke2 VF
honnefoss;HONNE_NODLANDVT_LUKE2_KONTROLL_AGC_DB_SP;Cluster1.HONNE_NODLANDVT_LUKE2_KONTROLL_AGC_DB_SP;None;Other;;true;Nodlandvatn luke2 AGC
honnefoss;HONNE_NODLANDVT_KONTROLL_REG_LUKE1_POS_SP_SP_LAST;Cluster1.HONNE_NODLANDVT_KONTROLL_REG_LUKE1_POS_SP_SP_LAST;None;Other;;true;Nodlandvatn reg luke1 pos SP
honnefoss;HONNE_NODLANDVT_KONTROLL_REG_LUKE1_POS_SP_TM_PV;Cluster1.HONNE_NODLANDVT_KONTROLL_REG_LUKE1_POS_SP_TM_PV;None;Other;;true;Nodlandvatn reg luke1 pos TM
honnefoss;HONNE_NODLANDVT_KONTROLL_REG_LUKE1_VF_SP_SP_LAST;Cluster1.HONNE_NODLANDVT_KONTROLL_REG_LUKE1_VF_SP_SP_LAST;None;Other;;true;Nodlandvatn reg luke1 VF SP
honnefoss;HONNE_NODLANDVT_KONTROLL_REG_LUKE1_VF_SP_TM_PV;Cluster1.HONNE_NODLANDVT_KONTROLL_REG_LUKE1_VF_SP_TM_PV;None;Other;;true;Nodlandvatn reg luke1 VF TM
honnefoss;HONNE_NODLANDVT_KONTROLL_REG_LUKE2_POS_SP_SP_LAST;Cluster1.HONNE_NODLANDVT_KONTROLL_REG_LUKE2_POS_SP_SP_LAST;None;Other;;true;Nodlandvatn reg luke2 pos SP
honnefoss;HONNE_NODLANDVT_KONTROLL_REG_LUKE2_POS_SP_TM_PV;Cluster1.HONNE_NODLANDVT_KONTROLL_REG_LUKE2_POS_SP_TM_PV;None;Other;;true;Nodlandvatn reg luke2 pos TM
honnefoss;HONNE_NODLANDVT_KONTROLL_REG_LUKE2_VF_SP_SP_LAST;Cluster1.HONNE_NODLANDVT_KONTROLL_REG_LUKE2_VF_SP_SP_LAST;None;Other;;true;Nodlandvatn reg luke2 VF SP
honnefoss;HONNE_NODLANDVT_KONTROLL_REG_LUKE2_VF_SP_TM_PV;Cluster1.HONNE_NODLANDVT_KONTROLL_REG_LUKE2_VF_SP_TM_PV;None;Other;;true;Nodlandvatn reg luke2 VF TM
honnefoss;HONNE_NODLANDVT_NIVA_SENSOR_PRI_KOTE_PV;Cluster1.HONNE_NODLANDVT_NIVA_SENSOR_PRI_KOTE_PV;moh;UpstreamLevel;;true;Nodlandvatn kote
honnefoss;HONNE_NODLANDVT_NIVA_SENSOR_PRI_HRV_PV;Cluster1.HONNE_NODLANDVT_NIVA_SENSOR_PRI_HRV_PV;cm;UpstreamLevel;;true;Nodlandvatn HRV-ref
honnefoss;HONNE_NODLANDVT_NIVA_VTA_PV;Cluster1.HONNE_NODLANDVT_NIVA_VTA_PV;None;Other;;true;Nodlandvatn VTA
lindland;LINDLAND_BARSTDVT_KONTROLL_TOT_VF_PV;Value (Cluster1.LINDLAND_BARSTDVT_KONTROLL_TOT_VF_PV);;TotalDamFlow;lindland_barstadvatn;true;Barstadvatn total VF
lindland;LINDLAND_BARSTDVT_NIVA_SENSOR_PRI_KOTE_PV;Value (Cluster1.LINDLAND_BARSTDVT_NIVA_SENSOR_PRI_KOTE_PV);;UpstreamLevel;lindland_barstadvatn;true;Barstadvatn kote
lindland;LINDLAND_EIAVT_KONTROLL_AGC_DB_SP;Value (Cluster1.LINDLAND_EIAVT_KONTROLL_AGC_DB_SP);;Other;lindland_eiavatn;true;Eiavatn AGC
lindland;LINDLAND_EIAVT_KONTROLL_KOM_AL;Value (Cluster1.LINDLAND_EIAVT_KONTROLL_KOM_AL);;CommunicationAlarm;lindland_eiavatn;true;Eiavatn kom-alarm
lindland;LINDLAND_EIAVT_KONTROLL_MAG_FYLLGRD_PV;Value (Cluster1.LINDLAND_EIAVT_KONTROLL_MAG_FYLLGRD_PV);;ReservoirFillFactor;lindland_eiavatn;true;Eiavatn fyllgrad
lindland;LINDLAND_EIAVT_KONTROLL_MAG_NALELOP_PV;Value (Cluster1.LINDLAND_EIAVT_KONTROLL_MAG_NALELOP_PV);;Other;lindland_eiavatn;true;Eiavatn nale-loep
lindland;LINDLAND_EIAVT_KONTROLL_MAG_NEDBKAP_PV;Value (Cluster1.LINDLAND_EIAVT_KONTROLL_MAG_NEDBKAP_PV);;Other;lindland_eiavatn;true;Eiavatn nedboerskap
lindland;LINDLAND_EIAVT_KONTROLL_MAG_OVLOP_PV;Value (Cluster1.LINDLAND_EIAVT_KONTROLL_MAG_OVLOP_PV);;OverflowFlow;lindland_eiavatn;true;Eiavatn overloep
lindland;LINDLAND_EIAVT_KONTROLL_MAG_VOLUM_PV;Value (Cluster1.LINDLAND_EIAVT_KONTROLL_MAG_VOLUM_PV);;ReservoirVolume;lindland_eiavatn;true;Eiavatn volum
lindland;LINDLAND_EIAVT_KONTROLL_REG_LUKE1_POS_SP_SP_LAST;Value (Cluster1.LINDLAND_EIAVT_KONTROLL_REG_LUKE1_POS_SP_SP_LAST);;Other;lindland_eiavatn;true;Eiavatn reg luke1 pos SP
lindland;LINDLAND_EIAVT_KONTROLL_REG_LUKE1_POS_SP_TM_PV;Value (Cluster1.LINDLAND_EIAVT_KONTROLL_REG_LUKE1_POS_SP_TM_PV);;Other;lindland_eiavatn;true;Eiavatn reg luke1 pos TM
lindland;LINDLAND_EIAVT_KONTROLL_REG_LUKE1_VF_SP_SP_LAST;Value (Cluster1.LINDLAND_EIAVT_KONTROLL_REG_LUKE1_VF_SP_SP_LAST);;Other;lindland_eiavatn;true;Eiavatn reg luke1 VF SP
lindland;LINDLAND_EIAVT_KONTROLL_REG_LUKE1_VF_SP_TM_PV;Value (Cluster1.LINDLAND_EIAVT_KONTROLL_REG_LUKE1_VF_SP_TM_PV);;Other;lindland_eiavatn;true;Eiavatn reg luke1 VF TM
lindland;LINDLAND_EIAVT_KONTROLL_TOT_VF_PV;Value (Cluster1.LINDLAND_EIAVT_KONTROLL_TOT_VF_PV);;TotalDamFlow;lindland_eiavatn;true;Eiavatn total VF
lindland;LINDLAND_EIAVT_LUKE1_POS_PV;Value (Cluster1.LINDLAND_EIAVT_LUKE1_POS_PV);;GatePosition;lindland_eiavatn;true;Eiavatn luke1 pos
lindland;LINDLAND_EIAVT_LUKE1_VF_PV;Value (Cluster1.LINDLAND_EIAVT_LUKE1_VF_PV);;GateFlow;lindland_eiavatn;true;Eiavatn luke1 VF
lindland;LINDLAND_EIAVT_NIVA_SENSOR_PRI_HRV_PV;Value (Cluster1.LINDLAND_EIAVT_NIVA_SENSOR_PRI_HRV_PV);;Other;lindland_eiavatn;true;Eiavatn HRV-ref
lindland;LINDLAND_EIAVT_NIVA_SENSOR_PRI_KOTE_PV;Value (Cluster1.LINDLAND_EIAVT_NIVA_SENSOR_PRI_KOTE_PV);;UpstreamLevel;lindland_eiavatn;true;Eiavatn kote
lindland;LINDLAND_EIAVT_NIVA_VTA_PV;Value (Cluster1.LINDLAND_EIAVT_NIVA_VTA_PV);;Other;lindland_eiavatn;true;Eiavatn VTA
lindland;LINDLAND_G1_GEN_COSPHI_PV;Value (Cluster1.LINDLAND_G1_GEN_COSPHI_PV);;ElectricalMeasurement;;true;G1 cos phi
lindland;LINDLAND_G1_GEN_F_PV;Value (Cluster1.LINDLAND_G1_GEN_F_PV);;GeneratorFrequency;;true;G1 frekvens
lindland;LINDLAND_G1_GEN_P_PV;Value (Cluster1.LINDLAND_G1_GEN_P_PV);;GeneratorActivePower;;true;G1 aktiv effekt
lindland;LINDLAND_G1_GEN_Q_PV;Value (Cluster1.LINDLAND_G1_GEN_Q_PV);;ElectricalMeasurement;;true;G1 reaktiv effekt
lindland;LINDLAND_G1_GEN_RADLAGER_DE_TEMP_PV;Value (Cluster1.LINDLAND_G1_GEN_RADLAGER_DE_TEMP_PV);;ConditionTemperature;;true;G1 radlager DE temp
lindland;LINDLAND_G1_GEN_RADLAGER_NDE_TEMP_PV;Value (Cluster1.LINDLAND_G1_GEN_RADLAGER_NDE_TEMP_PV);;ConditionTemperature;;true;G1 radlager NDE temp
lindland;LINDLAND_G1_GEN_TIMETELLER_PV;Value (Cluster1.LINDLAND_G1_GEN_TIMETELLER_PV);;Other;;true;G1 driftstimer
lindland;LINDLAND_G1_GEN_TURTALL_PV;Value (Cluster1.LINDLAND_G1_GEN_TURTALL_PV);;GeneratorRpm;;true;G1 turtall
lindland;LINDLAND_G1_HYDRL_OLJE_TEMP_PV;Value (Cluster1.LINDLAND_G1_HYDRL_OLJE_TEMP_PV);;ConditionTemperature;;true;G1 hydraulikk olje temp
lindland;LINDLAND_G1_HYDRL_OLJE_TRYKK_PV;Value (Cluster1.LINDLAND_G1_HYDRL_OLJE_TRYKK_PV);;HydraulicPressure;;true;G1 hydraulikk olje trykk
lindland;LINDLAND_G1_KJOLEVANN_KALD_TEMP_PV;Value (Cluster1.LINDLAND_G1_KJOLEVANN_KALD_TEMP_PV);;ConditionTemperature;;true;G1 kjoelevann kald
lindland;LINDLAND_G1_KONTROLL_AGC_DB_SP;Value (Cluster1.LINDLAND_G1_KONTROLL_AGC_DB_SP);;Other;;true;G1 AGC daadband
lindland;LINDLAND_G1_KONTROLL_KOM_AL;Value (Cluster1.LINDLAND_G1_KONTROLL_KOM_AL);;CommunicationAlarm;;true;G1 kom-alarm
lindland;LINDLAND_G1_KONTROLL_REG_NIVA_SP_SP_LAST;Value (Cluster1.LINDLAND_G1_KONTROLL_REG_NIVA_SP_SP_LAST);;Other;;true;G1 reg nivaa SP
lindland;LINDLAND_G1_KONTROLL_REG_NIVA_SP_TM_PV;Value (Cluster1.LINDLAND_G1_KONTROLL_REG_NIVA_SP_TM_PV);;Other;;true;G1 reg nivaa TM
lindland;LINDLAND_G1_KONTROLL_REG_P_SP_SP_LAST;Value (Cluster1.LINDLAND_G1_KONTROLL_REG_P_SP_SP_LAST);;Other;;true;G1 reg P SP
lindland;LINDLAND_G1_KONTROLL_REG_P_SP_TM_PV;Value (Cluster1.LINDLAND_G1_KONTROLL_REG_P_SP_TM_PV);;Other;;true;G1 reg P TM
lindland;LINDLAND_G1_RORGATE_VANN_TRYKK_PV;Value (Cluster1.LINDLAND_G1_RORGATE_VANN_TRYKK_PV);;HydraulicPressure;;true;G1 roergate trykk
lindland;LINDLAND_G1_SMOLJE_OLJE_TEMP_PV;Value (Cluster1.LINDLAND_G1_SMOLJE_OLJE_TEMP_PV);;ConditionTemperature;;true;G1 smolje temp
lindland;LINDLAND_G1_TURB_FALLHOYDE_TOTAL_PV;Value (Cluster1.LINDLAND_G1_TURB_FALLHOYDE_TOTAL_PV);;Other;;true;G1 fallhoeyde
lindland;LINDLAND_G1_TURB_LEDEAPP_POS_PV;Value (Cluster1.LINDLAND_G1_TURB_LEDEAPP_POS_PV);;GuideVanePosition;;true;G1 ledeapparat
lindland;LINDLAND_G1_TURB_VANN_TRYKK_PV;Value (Cluster1.LINDLAND_G1_TURB_VANN_TRYKK_PV);;HydraulicPressure;;true;G1 turbin trykk
lindland;LINDLAND_G1_TURB_VF_PV;Value (Cluster1.LINDLAND_G1_TURB_VF_PV);;TurbineWaterFlow;;true;G1 turbin VF
lindland;LINDLAND_G1_TURB_VIRKNGRD_PV;Value (Cluster1.LINDLAND_G1_TURB_VIRKNGRD_PV);;TurbineEfficiency;;true;G1 turbin virkningsgrad
lindland;LINDLAND_G2_GEN_COSPHI_PV;Value (Cluster1.LINDLAND_G2_GEN_COSPHI_PV);;ElectricalMeasurement;;true;G2 cos phi
lindland;LINDLAND_G2_GEN_F_PV;Value (Cluster1.LINDLAND_G2_GEN_F_PV);;GeneratorFrequency;;true;G2 frekvens
lindland;LINDLAND_G2_GEN_KALDLUFT_TEMP_PV;Value (Cluster1.LINDLAND_G2_GEN_KALDLUFT_TEMP_PV);;ConditionTemperature;;true;G2 kaldluft temp
lindland;LINDLAND_G2_GEN_P_PV;Value (Cluster1.LINDLAND_G2_GEN_P_PV);;GeneratorActivePower;;true;G2 aktiv effekt
lindland;LINDLAND_G2_GEN_Q_PV;Value (Cluster1.LINDLAND_G2_GEN_Q_PV);;ElectricalMeasurement;;true;G2 reaktiv effekt
lindland;LINDLAND_G2_GEN_RADLAGER_DE_TEMP_PV;Value (Cluster1.LINDLAND_G2_GEN_RADLAGER_DE_TEMP_PV);;ConditionTemperature;;true;G2 radlager DE temp
lindland;LINDLAND_G2_GEN_RADLAGER_NDE_TEMP_PV;Value (Cluster1.LINDLAND_G2_GEN_RADLAGER_NDE_TEMP_PV);;ConditionTemperature;;true;G2 radlager NDE temp
lindland;LINDLAND_G2_GEN_TIMETELLER_PV;Value (Cluster1.LINDLAND_G2_GEN_TIMETELLER_PV);;Other;;true;G2 driftstimer
lindland;LINDLAND_G2_GEN_TURTALL_PV;Value (Cluster1.LINDLAND_G2_GEN_TURTALL_PV);;GeneratorRpm;;true;G2 turtall
lindland;LINDLAND_G2_KONTROLL_AGC_DB_SP;Value (Cluster1.LINDLAND_G2_KONTROLL_AGC_DB_SP);;Other;;true;G2 AGC daadband
lindland;LINDLAND_G2_KONTROLL_KOM_AL;Value (Cluster1.LINDLAND_G2_KONTROLL_KOM_AL);;CommunicationAlarm;;true;G2 kom-alarm
lindland;LINDLAND_G2_KONTROLL_REG_NIVA_SP_SP_LAST;Value (Cluster1.LINDLAND_G2_KONTROLL_REG_NIVA_SP_SP_LAST);;Other;;true;G2 reg nivaa SP
lindland;LINDLAND_G2_KONTROLL_REG_NIVA_SP_TM_PV;Value (Cluster1.LINDLAND_G2_KONTROLL_REG_NIVA_SP_TM_PV);;Other;;true;G2 reg nivaa TM
lindland;LINDLAND_G2_KONTROLL_REG_P_SP_SP_LAST;Value (Cluster1.LINDLAND_G2_KONTROLL_REG_P_SP_SP_LAST);;Other;;true;G2 reg P SP
lindland;LINDLAND_G2_KONTROLL_REG_P_SP_TM_PV;Value (Cluster1.LINDLAND_G2_KONTROLL_REG_P_SP_TM_PV);;Other;;true;G2 reg P TM
lindland;LINDLAND_G2_RORGATE_VANN_TRYKK_PV;Value (Cluster1.LINDLAND_G2_RORGATE_VANN_TRYKK_PV);;HydraulicPressure;;true;G2 roergate trykk
lindland;LINDLAND_G2_TURB_FALLHOYDE_TOTAL_PV;Value (Cluster1.LINDLAND_G2_TURB_FALLHOYDE_TOTAL_PV);;Other;;true;G2 fallhoeyde
lindland;LINDLAND_G2_TURB_LEDEAPP_POS_PV;Value (Cluster1.LINDLAND_G2_TURB_LEDEAPP_POS_PV);;GuideVanePosition;;true;G2 ledeapparat
lindland;LINDLAND_G2_TURB_VANN_TRYKK_PV;Value (Cluster1.LINDLAND_G2_TURB_VANN_TRYKK_PV);;HydraulicPressure;;true;G2 turbin trykk
lindland;LINDLAND_G2_TURB_VF_PV;Value (Cluster1.LINDLAND_G2_TURB_VF_PV);;TurbineWaterFlow;;true;G2 turbin VF
lindland;LINDLAND_G2_TURB_VIRKNGRD_PV;Value (Cluster1.LINDLAND_G2_TURB_VIRKNGRD_PV);;TurbineEfficiency;;true;G2 turbin virkningsgrad
lindland;LINDLAND_HEIGRAVT_KONTROLL_AGC_DB_SP;Value (Cluster1.LINDLAND_HEIGRAVT_KONTROLL_AGC_DB_SP);;Other;lindland_heigravatn;true;Heigravatn AGC
lindland;LINDLAND_HEIGRAVT_KONTROLL_KOM_AL;Value (Cluster1.LINDLAND_HEIGRAVT_KONTROLL_KOM_AL);;CommunicationAlarm;lindland_heigravatn;true;Heigravatn kom-alarm
lindland;LINDLAND_HEIGRAVT_KONTROLL_MAG_FYLLGRD_PV;Value (Cluster1.LINDLAND_HEIGRAVT_KONTROLL_MAG_FYLLGRD_PV);;ReservoirFillFactor;lindland_heigravatn;true;Heigravatn fyllgrad
lindland;LINDLAND_HEIGRAVT_KONTROLL_MAG_NEDBKAP_PV;Value (Cluster1.LINDLAND_HEIGRAVT_KONTROLL_MAG_NEDBKAP_PV);;Other;lindland_heigravatn;true;Heigravatn nedboerskap
lindland;LINDLAND_HEIGRAVT_KONTROLL_MAG_OVLOP_PV;Value (Cluster1.LINDLAND_HEIGRAVT_KONTROLL_MAG_OVLOP_PV);;OverflowFlow;lindland_heigravatn;true;Heigravatn overloep
lindland;LINDLAND_HEIGRAVT_KONTROLL_MAG_VOLUM_PV;Value (Cluster1.LINDLAND_HEIGRAVT_KONTROLL_MAG_VOLUM_PV);;ReservoirVolume;lindland_heigravatn;true;Heigravatn volum
lindland;LINDLAND_HEIGRAVT_KONTROLL_REG_LUKE1_POS_SP_SP_LAST;Value (Cluster1.LINDLAND_HEIGRAVT_KONTROLL_REG_LUKE1_POS_SP_SP_LAST);;Other;lindland_heigravatn;true;Heigravatn reg luke1 pos SP
lindland;LINDLAND_HEIGRAVT_KONTROLL_REG_LUKE1_POS_SP_TM_PV;Value (Cluster1.LINDLAND_HEIGRAVT_KONTROLL_REG_LUKE1_POS_SP_TM_PV);;Other;lindland_heigravatn;true;Heigravatn reg luke1 pos TM
lindland;LINDLAND_HEIGRAVT_KONTROLL_REG_LUKE1_VF_SP_SP_LAST;Value (Cluster1.LINDLAND_HEIGRAVT_KONTROLL_REG_LUKE1_VF_SP_SP_LAST);;Other;lindland_heigravatn;true;Heigravatn reg luke1 VF SP
lindland;LINDLAND_HEIGRAVT_KONTROLL_REG_LUKE1_VF_SP_TM_PV;Value (Cluster1.LINDLAND_HEIGRAVT_KONTROLL_REG_LUKE1_VF_SP_TM_PV);;Other;lindland_heigravatn;true;Heigravatn reg luke1 VF TM
lindland;LINDLAND_HEIGRAVT_KONTROLL_TOT_VF_PV;Value (Cluster1.LINDLAND_HEIGRAVT_KONTROLL_TOT_VF_PV);;TotalDamFlow;lindland_heigravatn;true;Heigravatn total VF
lindland;LINDLAND_HEIGRAVT_LUKE1_POS_PV;Value (Cluster1.LINDLAND_HEIGRAVT_LUKE1_POS_PV);;GatePosition;lindland_heigravatn;true;Heigravatn luke1 pos
lindland;LINDLAND_HEIGRAVT_LUKE1_VF_PV;Value (Cluster1.LINDLAND_HEIGRAVT_LUKE1_VF_PV);;GateFlow;lindland_heigravatn;true;Heigravatn luke1 VF
lindland;LINDLAND_HEIGRAVT_MET_NEDBOR_FORR_DOGN_PV;Value (Cluster1.LINDLAND_HEIGRAVT_MET_NEDBOR_FORR_DOGN_PV);;Other;lindland_heigravatn;true;Heigravatn nedboer forrige doegn
lindland;LINDLAND_HEIGRAVT_MET_NEDBOR_FORR_TIME_PV;Value (Cluster1.LINDLAND_HEIGRAVT_MET_NEDBOR_FORR_TIME_PV);;Other;lindland_heigravatn;true;Heigravatn nedboer forrige time
lindland;LINDLAND_HEIGRAVT_MET_NEDBOR_INNEV_DOGN_PV;Value (Cluster1.LINDLAND_HEIGRAVT_MET_NEDBOR_INNEV_DOGN_PV);;Other;lindland_heigravatn;true;Heigravatn nedboer inneverende doegn
lindland;LINDLAND_HEIGRAVT_MET_NEDBOR_INNEV_TIME_PV;Value (Cluster1.LINDLAND_HEIGRAVT_MET_NEDBOR_INNEV_TIME_PV);;Other;lindland_heigravatn;true;Heigravatn nedboer inneverende time
lindland;LINDLAND_HEIGRAVT_NIVA_SENSOR_PRI_HRV_PV;Value (Cluster1.LINDLAND_HEIGRAVT_NIVA_SENSOR_PRI_HRV_PV);;Other;lindland_heigravatn;true;Heigravatn HRV-ref
lindland;LINDLAND_HEIGRAVT_NIVA_SENSOR_PRI_KOTE_PV;Value (Cluster1.LINDLAND_HEIGRAVT_NIVA_SENSOR_PRI_KOTE_PV);;UpstreamLevel;lindland_heigravatn;true;Heigravatn kote
lindland;LINDLAND_HEIGRAVT_NIVA_VTA_PV;Value (Cluster1.LINDLAND_HEIGRAVT_NIVA_VTA_PV);;Other;lindland_heigravatn;true;Heigravatn VTA
lindland;LINDLAND_INNTAK_KONTROLL_MAG_FYLLGRD_PV;Value (Cluster1.LINDLAND_INNTAK_KONTROLL_MAG_FYLLGRD_PV);;ReservoirFillFactor;lindland_rosslandshølen;true;Inntak fyllgrad
lindland;LINDLAND_INNTAK_KONTROLL_MAG_NEDBKAP_PV;Value (Cluster1.LINDLAND_INNTAK_KONTROLL_MAG_NEDBKAP_PV);;Other;lindland_rosslandshølen;true;Inntak nedboerskap
lindland;LINDLAND_INNTAK_KONTROLL_MAG_OVLOP_PV;Value (Cluster1.LINDLAND_INNTAK_KONTROLL_MAG_OVLOP_PV);;OverflowFlow;lindland_rosslandshølen;true;Inntak overloep
lindland;LINDLAND_INNTAK_KONTROLL_MAG_VOLUM_PV;Value (Cluster1.LINDLAND_INNTAK_KONTROLL_MAG_VOLUM_PV);;ReservoirVolume;lindland_rosslandshølen;true;Inntak volum
lindland;LINDLAND_INNTAK_KONTROLL_TOT_VF_PV;Value (Cluster1.LINDLAND_INNTAK_KONTROLL_TOT_VF_PV);;TotalDamFlow;lindland_rosslandshølen;true;Inntak total VF
lindland;LINDLAND_INNTAK_MAGASIN_FYLLGRAD_PV;Value (Cluster1.LINDLAND_INNTAK_MAGASIN_FYLLGRAD_PV);;ReservoirFillFactor;lindland_rosslandshølen;true;Inntak fyllgrad (alt)
lindland;LINDLAND_INNTAK_MAGASIN_NED_KAP_PV;Value (Cluster1.LINDLAND_INNTAK_MAGASIN_NED_KAP_PV);;Other;lindland_rosslandshølen;true;Inntak ned-kap
lindland;LINDLAND_INNTAK_MAGASIN_VOLUM_PV;Value (Cluster1.LINDLAND_INNTAK_MAGASIN_VOLUM_PV);;ReservoirVolume;lindland_rosslandshølen;true;Inntak volum (alt)
lindland;LINDLAND_INNTAK_MINVF_CM_PV;Value (Cluster1.LINDLAND_INNTAK_MINVF_CM_PV);;Other;lindland_rosslandshølen;true;Inntak minvf cm
lindland;LINDLAND_INNTAK_MINVF_LITER_PV;Value (Cluster1.LINDLAND_INNTAK_MINVF_LITER_PV);;Other;lindland_rosslandshølen;true;Inntak minvf liter
lindland;LINDLAND_INNTAK_MINVF_NIVA_OFFSET_SP_LAST;Value (Cluster1.LINDLAND_INNTAK_MINVF_NIVA_OFFSET_SP_LAST);;Other;lindland_rosslandshølen;true;Inntak minvf offset SP
lindland;LINDLAND_INNTAK_MINVF_NIVA_OFFSET_TM_PV;Value (Cluster1.LINDLAND_INNTAK_MINVF_NIVA_OFFSET_TM_PV);;Other;lindland_rosslandshølen;true;Inntak minvf offset TM
lindland;LINDLAND_INNTAK_NIVA_NEDSTROM_KOTE_PV;Value (Cluster1.LINDLAND_INNTAK_NIVA_NEDSTROM_KOTE_PV);;DownstreamLevel;lindland_rosslandshølen;true;Inntak nedstroms kote
lindland;LINDLAND_INNTAK_NIVA_NEDSTROM_OFFSET_SP_LAST;Value (Cluster1.LINDLAND_INNTAK_NIVA_NEDSTROM_OFFSET_SP_LAST);;Other;lindland_rosslandshølen;true;Inntak nedstroms offset SP
lindland;LINDLAND_INNTAK_NIVA_NEDSTROM_OFFSET_TM_PV;Value (Cluster1.LINDLAND_INNTAK_NIVA_NEDSTROM_OFFSET_TM_PV);;Other;lindland_rosslandshølen;true;Inntak nedstroms offset TM
lindland;LINDLAND_INNTAK_NIVA_OPPSTROM_KOTE_PV;Value (Cluster1.LINDLAND_INNTAK_NIVA_OPPSTROM_KOTE_PV);;UpstreamLevel;lindland_rosslandshølen;true;Inntak oppstroms kote
